,importance
AL_242,0.07714058725060258
AL_250,0.07619384486690875
BIO_alblk41_std,0.07549188397133656
AL_221,0.0746442132048248
BIO_alblk36_mean,0.07430193738258124
AL_48,0.07393582060653654
AL_214,0.0738494686808562
BIO_alblk56_std,0.07362841739586792
BIO_alblk48_std,0.07323267285763443
AL_92,0.0726574037566837
BIO_alblk17_std,0.07225220649521345
AL_20,0.07217244268546161
BIO_alblk04_max,0.07213146644566662
AL_84,0.07157761962638842
BIO_alblk66_max,0.07107789919566398
AL_245,0.07077821585339102
BIO_alblk40_std,0.0703085010762605
AL_207,0.06989349869293675
BIO_alblk36_max,0.0696601559546071
AL_153,0.06854545980092808
AL_218,0.06822518096762102
BIO_alblk31_max,0.06724104860055141
AL_46,0.06692774051742406
AL_277,0.06665048984920877
AL_254,0.06645917377432206
AL_255,0.06631885868788732
AL_243,0.06624172068906234
AL_260,0.06601927664376032
AL_61,0.0655470131452148
AL_40,0.06541553610392419
AL_307,0.06522139251737272
AL_285,0.06479060742417635
AL_51,0.0638035056477981
AL_205,0.0636603120108426
BIO_alblk03_mean,0.06280439818711865
BIO_alblk27_std,0.06277353826618473
AL_247,0.0622969650337758
BIO_alblk04_std,0.06223230872491041
AL_202,0.06203185416367567
AL_184,0.06179002093583983
BIO_alblk51_mean,0.06138710348750119
AL_129,0.06064095806748322
AL_251,0.06026446311475806
BIO_alblk28_std,0.059561615249876035
AL_192,0.05950684029293264
BIO_alblk37_std,0.05939023124749483
BIO_alblk54_std,0.05936595543323088
AL_275,0.05890148792641251
AL_166,0.058494072357467876
BIO_alblk10_max,0.058475706501792325
BIO_alblk55_mean,0.05847452279225922
AL_237,0.058221882097974575
BIO_alblk07_std,0.05686206285744301
AL_213,0.056816260588390524
AL_267,0.05663951285947035
AL_187,0.05636335090335376
AL_88,0.05625560645059664
AL_258,0.05608948469117876
BIO_alblk03_std,0.05572886679108542
AL_169,0.05435339768793971
AL_301,0.05382859293972175
AL_171,0.0535736936251888
BIO_alblk29_max,0.05312956661586452
BIO_alblk43_mean,0.05292490322200346
AL_196,0.05291705375158129
AL_93,0.05275810862242368
AL_97,0.05236527086303442
AL_293,0.051891553869972254
AL_155,0.05187398853497085
AL_189,0.050582225640922296
BIO_alblk48_mean,0.049192369055380235
BIO_alblk39_std,0.04885917720475718
AL_232,0.04859800390498348
BIO_alblk52_mean,0.04839524549863233
BIO_alblk07_max,0.04815627299587907
AL_193,0.048029474798900504
BIO_alblk42_std,0.04630266070605946
AL_161,0.04576623213960256
AL_209,0.04488790627445792
AL_273,0.04458427933641797
AL_225,0.043327420957166185
BIO_alblk38_std,0.04248714491679343
AL_215,0.039904242007798074
AL_246,0.039831091141065096
AL_94,0.039477095335935644
AL_85,0.03942866029244124
AL_270,0.03828962835613824
AA_1_V,0.037330625635661654
BIO_alblk44_max,0.03694979101090835
AL_176,0.03644033837569531
BIO_alblk55_std,0.03614989403239874
AL_278,0.03609140397021174
AL_294,0.03530372176312731
BIO_alblk08_max,0.0343237022386906
AL_312,0.033481577064319167
AA_2_E,0.03175004597977816
BIO_alblk16_mean,0.03165804843516347
AL_22,0.030412110074117815
