,importance
BIO_alblk57_std,0.07448996768392757
BIO_alblk23_std,0.07442296789866373
AL_303,0.07428147578009306
AL_247,0.07391878162615755
BIO_alblk05_std,0.0737719110525679
BIO_alblk51_std,0.07344083706702702
AL_219,0.07304863873548481
AL_266,0.07254771660690211
AL_277,0.0710046143824328
AL_174,0.07074135259629563
AA_2_G,0.07039819647551435
AL_33,0.06978029528026061
BIO_alblk29_std,0.06976225840137198
BIO_alblk15_std,0.06951862806647949
BIO_alblk16_mean,0.06886990979369954
AL_72,0.06876564196486509
AL_171,0.06875720413528319
AL_239,0.06727393074257808
AL_241,0.06722065287575787
AL_334,0.06688019956471437
AL_319,0.06667601065311722
AL_222,0.06567576820313863
AL_311,0.06514055024858303
AL_193,0.06496229853772757
AL_114,0.06418177300405822
BIO_alblk52_mean,0.06304824576721832
AL_234,0.06277769509874316
BIO_alblk17_max,0.06188722023358754
AL_44,0.06187547002046963
BIO_alblk66_std,0.061471267971985356
BIO_alblk35_mean,0.06119144078521329
AL_148,0.060264291691053726
AL_264,0.06022217458167968
BIO_alblk64_max,0.05896650719879667
AL_228,0.05806449683121687
AL_162,0.057554858672067
AL_1,0.057303619910888705
BIO_alblk47_mean,0.05705269182103969
AL_202,0.056960452365710436
BIO_alblk51_mean,0.05684885106420232
BIO_alblk57_mean,0.05651438761110035
BIO_alblk39_mean,0.055865498061518984
AL_185,0.05525273877873334
AL_54,0.054988228830471386
BIO_alblk30_mean,0.05498738123666763
AL_284,0.0548671684186275
BIO_alblk21_std,0.054695816200451074
AL_189,0.05438966277454367
AL_271,0.053819894441967685
AL_130,0.05295005633953087
AL_309,0.05292011912528001
AL_37,0.05287375502168011
BIO_alblk24_std,0.05232517611144938
AL_38,0.05209683732073317
AL_141,0.05115812540406187
AL_6,0.05073225520480705
AL_4,0.05033703954379461
AL_294,0.05016305634262861
AL_218,0.05012540387250401
AL_206,0.04994661670868226
AL_279,0.0496600671600122
AL_156,0.04943382440949568
AL_226,0.0488329797610679
AL_289,0.04876079539455347
BIO_alblk28_mean,0.048271267865734394
AL_98,0.04821896073937952
BIO_alblk41_mean,0.047778835506897
AL_273,0.04760358950616703
BIO_alblk66_mean,0.04758782032055129
AL_60,0.04727996716028363
BIO_alblk44_mean,0.04679310440613838
AL_138,0.04667556346050741
AL_56,0.04651144264983856
BIO_alblk65_max,0.0462976232320986
AL_178,0.04625514805360244
BIO_alblk44_max,0.04619774660652387
AL_308,0.04606113528716086
BIO_alblk34_std,0.046042035049343934
AL_246,0.04582208640659958
BIO_alblk63_max,0.04570690663618595
AL_221,0.044440564698965325
BIO_alblk61_max,0.04442805905924872
AL_300,0.044378149453956905
AL_261,0.04391890006252551
